Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Label;target;sum_vader;mean_vader;si_vader;sum_finbert;mean_finbert;si_finbert;bb_positive;bb_negative;bb_si_sentiment
2018-04-09;1.0572446235455824;1.1038647646085342;1.0850027013116197;1.169814844944311;0;0;0;6PG.SG;2.3949999809265137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-10;1.2211388602923476;1.1929143618459872;1.2485848298128208;1.2596255647444938;0;0;0;6PG.SG;2.437000036239624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-11;1.3216609228072804;1.2331987636321209;1.3227425952820009;1.2681788452440803;0;0;0;6PG.SG;2.440999984741211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-12;1.3828485143849696;1.265001866251866;1.4034431882781129;1.3280528283848043;0;0;0;6PG.SG;2.469000101089477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-13;1.3850336180461853;1.3625322571545055;1.4121674783289266;1.4306932140234636;0;0;0;6PG.SG;2.5169999599456787;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-04-16;1.4964822408813407;1.3455706698241343;1.3881755506854625;1.2895623014039526;0;0;0;6PG.SG;2.450999975204468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-17;1.369736850403532;1.2565210725866816;1.32056113275812;1.2382421085846227;0;0;0;6PG.SG;2.427000045776367;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-18;1.3151056118236333;1.2353188356731166;1.3423726379075105;1.2810090209043652;0;0;0;6PG.SG;2.447000026702881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-19;1.380663410723754;1.303166195997005;1.407805593310972;1.370819740704548;0;0;0;6PG.SG;2.489000082015991;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-20;1.409071842347846;1.2607617221698744;1.4361599259872946;1.3280528283848043;0;0;0;6PG.SG;2.469000101089477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-23;1.2845115555312523;1.1399085168114742;1.311836842707305;1.206166669433911;0;0;0;6PG.SG;2.4119999408721924;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-24;1.1533959577310124;1.074181734029784;1.180970931900383;1.1398781082848533;0;0;0;6PG.SG;2.38100004196167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-25;1.0856530551696753;0.946968312548395;1.0806402962787602;0.9795019321749144;0;0;0;6PG.SG;2.305999994277954;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-04-26;1.0550589988772945;0.9702906215029556;1.0828212387877376;1.0350990201549417;0;0;0;6PG.SG;2.3320000171661377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-27;1.1162465904549836;1.0975040429843446;1.1438923091732442;1.1227710374638704;0;0;0;6PG.SG;2.372999906539917;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-30;1.2145835493087007;1.4473412048087648;1.242042002285889;1.5162270386629484;0;0;0;6PG.SG;2.556999921798706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-02;1.1774336610256009;1.080542455653973;1.2049628595438466;1.1462931961149956;0;0;0;6PG.SG;2.384000062942505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-03;1.1621368933829463;1.021175888995271;1.189695221951196;1.0864192129742705;0;0;0;6PG.SG;2.3559999465942383;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-05-04;1.1380991900883564;0.9999736520817052;1.0697350637189689;0.9688104590058836;0;0;0;6PG.SG;2.3010001182556152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-07;1.0200947352624834;1.010575023289089;1.0479235585695783;1.0693126519750973;0;0;0;6PG.SG;2.3480000495910645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-08;1.0288361919214897;0.8918423954728861;0.965042023064488;0.8661695635454161;0;0;0;6PG.SG;2.253000020980835;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-09;0.937055065058492;0.8982031170970757;0.965042023064488;0.936735019855172;0;0;0;6PG.SG;2.2860000133514404;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-10;0.991686824645462;1.2586411446276775;1.019569745908158;1.2425184939235112;0;0;0;6PG.SG;2.428999900817871;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-05-11;1.3129199871553454;1.178072846556612;1.30747495768935;1.2083053719251649;0;0;0;6PG.SG;2.4130001068115234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-14;1.291067387521973;1.1717121249324225;1.1635223517987532;1.0607593714755097;0;0;0;6PG.SG;2.344000101089477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-15;1.1096907584642643;0.9702906215029556;0.982490603166116;0.8832761245445891;0;0;0;6PG.SG;2.260999917984009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-16;0.9501667290399304;0.9045638387212652;0.978128718148161;0.9688104590058836;0;0;0;6PG.SG;2.3010001182556152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-17;1.0485031668865752;0.9342468693000155;1.0261125734350902;0.9260430368643316;0;0;0;6PG.SG;2.2809998989105225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-18;0.972019328673304;0.9406075909242052;0.9999397032826484;0.9517033881849007;0;0;0;6PG.SG;2.2929999828338623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-21;1.024465463591986;0.8876017458896923;1.0522859636024364;0.9517033881849007;0;0;0;6PG.SG;2.2929999828338623;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-22;1.0856530551696753;0.946968312548395;1.019569745908158;0.9196284588559988;0;0;0;6PG.SG;2.2780001163482666;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-23;0.9938719283066776;0.857918715310942;0.6444200735741128;0.5582473869858221;0;0;0;6PG.SG;2.108999967575073;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-24;0.626747941861758;0.5420052336484658;0.6553258261488076;0.596737913966677;0;0;0;6PG.SG;2.127000093460083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-25;0.6638973091377868;0.6586172839224712;0.4961055826655619;0.4064250011972804;6934;0;0;6PG.SG;2.0380001068115234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-28;0.4803350554117913;0.4402341931626335;0.5091917577343307;0.5005121063363518;0;0;0;6PG.SG;2.0820000171661377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-29;0.5437077506506962;0.6840601704192298;0.5724437706288148;0.7464221070857754;0;0;0;6PG.SG;2.197000026702881;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-05-30;0.6923057407618796;0.679819520836036;0.72075878155227;0.6608882824462896;0;0;0;6PG.SG;2.157000064849853;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-05-31;0.8059394672582507;0.6755793767540442;0.8341761122575649;0.7378688265861888;0;0;0;6PG.SG;2.193000078201294;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-01;0.7971980105992436;0.6670980775876568;0.7796483894138949;0.7164853704263177;0;0;0;6PG.SG;2.183000087738037;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-04;0.8452739381954942;0.7413061595357345;0.8734356774936801;0.8041573877352467;0;0;0;6PG.SG;2.2239999771118164;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-05;0.8168655065714013;0.8176343135248083;0.7927350844975671;0.881137931875145;0;0;0;6PG.SG;2.259999990463257;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-06;0.9392401687197076;0.9596892502955732;0.9672229655734652;1.0094386688343722;0;0;0;6PG.SG;2.319999933242798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-07;1.0922083661533222;1.1632313312672369;1.1198998615148754;1.1612615644447244;0;0;0;6PG.SG;2.3910000324249268;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-08;1.2386212526032898;1.1377884447704782;1.2027819170348693;1.0992493886345551;0;0;0;6PG.SG;2.361999988555908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-11;1.1796192856938883;1.055099569157215;1.1547975417330356;1.1056644764646977;0;0;0;6PG.SG;2.365000009536743;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-12;1.18398949301632;1.0911433213601558;1.178789989391405;1.116355949633728;0;0;0;6PG.SG;2.369999885559082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-0.6931471805599453
2018-06-13;1.175248557364385;1.0826625276949693;1.1766085268675228;1.0735890373139858;0;0;0;6PG.SG;2.3499999046325684;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-14;1.1490252294015078;1.010575023289089;1.139529904140385;1.0757277398052396;0;0;0;6PG.SG;2.3510000705718994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-15;1.079097223178956;0.9787714151681411;1.0261125734350902;0.9260430368643316;0;0;0;6PG.SG;2.2809998989105225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-0.6931471805599453
2018-06-18;0.9742044323345196;0.8663995089761266;0.8101836645991961;0.7143466679350639;0;0;0;6PG.SG;2.181999921798706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-19;0.7403816683581302;0.6649780055466609;0.6945853913849237;0.6031530017968193;0;0;0;6PG.SG;2.130000114440918;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-20;0.6551563734858518;0.6119726660133499;0.6444200735741128;0.5539710016469346;0;0;0;6PG.SG;2.1070001125335693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-21;0.618007006209824;0.5504860273136514;0.5920738132543245;0.5005121063363518;0;0;0;6PG.SG;2.0820000171661377;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-22;0.5677459749523577;0.5610868930198337;0.5964362182871837;0.5325870356652538;0;0;0;6PG.SG;2.0969998836517334;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-0.6931471805599453
2018-06-25;0.5699310786135734;0.6289342533437209;0.5986171607961611;0.6352279311257213;0;0;0;6PG.SG;2.1449999809265137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-26;0.6682680374672904;0.6225735317195313;0.6836801588251323;0.5903228261365346;0;0;0;6PG.SG;2.124000072479248;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-27;0.5764869106042936;0.4932400381971465;0.4895622351237254;0.4342235451872939;0;0;0;6PG.SG;2.0510001182556152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-28;0.5021876550451648;0.3829882040461287;0.454664554905565;0.3657962815469822;0;0;0;6PG.SG;2.0190000534057617;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-06-29;0.4104070491892394;0.3575453175493702;0.4372154547890327;0.3486892107259995;0;0;0;6PG.SG;2.010999917984009;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-02;0.4125921528504551;0.3002993284328654;0.3946842157819997;0.3294444570573821;0;0;0;6PG.SG;2.002000093460083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-03;0.351404821776302;0.2833372356012924;0.3805070494438374;0.3422741228958572;0;0;0;6PG.SG;2.007999897003174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-04;0.4584824557784178;0.4105511625838832;0.4873807725998436;0.4662984745161959;0;0;0;6PG.SG;2.065999984741211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-05;0.5131142153653877;0.467797151700387;0.5419084954435136;0.4534682988559113;0;0;0;6PG.SG;2.059999942779541;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-06;0.5152993190266034;0.4508350588688159;0.5440894379524911;0.5112035795053835;0;0;0;6PG.SG;2.086999893188477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-09;0.5480784789801998;0.4465949147868231;0.5419084954435136;0.4876819306760681;0;0;0;6PG.SG;2.075999975204468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-10;0.572116182274789;0.5822891299333975;0.6007981033051385;0.6437812116253079;0;0;0;6PG.SG;2.1489999294281006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-11;0.618007006209824;0.5186824191927032;0.5637194805780008;0.4727135623463382;0;0;0;6PG.SG;2.069000005722046;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-12;0.5327817113375456;0.503840903903328;0.5615385380690234;0.5539710016469346;0;0;0;6PG.SG;2.1070001125335693;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-13;0.5852278462562276;0.4974801822791374;0.5964362182871837;0.5347257381565076;0;0;0;6PG.SG;2.0980000495910645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-07-16;0.5983395102376662;0.5335239344820784;0.6182472034216699;0.5261724576569201;0;0;0;6PG.SG;2.094000101089477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
