Date;Open;High;Low;Close;Volume;Dividends;Stock Splits;Label;target;sum_vader;mean_vader;si_vader;sum_finbert;mean_finbert;si_finbert;bb_positive;bb_negative;bb_si_sentiment
2018-01-02;2.0930587839802164;1.9477146025703365;2.118844332713137;2.018739023152636;0;0;0;6PG.SG;2.7920000553131104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-03;2.117096487274807;1.9498346746113324;1.9748917268225423;1.933205198513151;0;0;0;6PG.SG;2.752000093460083;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-04;2.086502951989498;2.1448954564166094;2.1123009851713017;2.147039760111864;0;0;0;6PG.SG;2.851999998092652;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-05;2.250397709743336;2.3017924139779504;2.275883633687408;2.3672894095407178;0;0;0;6PG.SG;2.9549999237060547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-0.6931471805599453
2018-01-08;2.457997145756848;2.2954316923537608;2.4700015573888146;2.3651512168712734;0;0;0;6PG.SG;2.9539999961853027;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-09;2.431774338801043;2.361158475135451;2.4569148623051413;2.3608743217105763;0;0;0;6PG.SG;2.95199990272522;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-10;2.440515274452978;2.2742294554401963;2.4460091097304457;2.3181074093908327;0;0;0;6PG.SG;2.931999921798706;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-11;2.364030915232634;2.289070970729571;2.389300444377798;2.358736129041132;0;0;0;6PG.SG;2.950999975204468;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-12;2.4186626748196045;2.3166339292673257;2.443828167221468;2.3908115681918427;0;0;0;6PG.SG;2.9660000801086426;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-15;2.40992173916767;2.2742294554401963;2.4154738345451445;2.328799392381673;0;0;0;6PG.SG;2.937000036239624;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-16;2.4383301707917626;2.473530381327466;2.4569148623051413;2.5298037783201006;0;0;0;6PG.SG;3.0309998989105225;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-17;2.6328184638309087;2.6028643803510527;2.657576133548385;2.640997954280155;0;0;0;6PG.SG;3.0829999446868896;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-18;2.748637293988496;2.649509503761375;2.6772061761738946;2.54477265647164;0;0;0;6PG.SG;3.0380001068115234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-19;2.665597102777433;2.5159353606557966;2.679387118682872;2.5768475858005413;0;0;0;6PG.SG;3.052999973297119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-22;2.6874497024108064;2.5010933398652195;2.683749003700828;2.5533259369712256;0;0;0;6PG.SG;3.0420000553131104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-23;2.6568561671254987;2.47141030928647;2.517985412675744;2.3886728657005887;0;0;0;6PG.SG;2.9649999141693115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-24;2.4536269384344167;2.2742294554401963;2.310780793890664;2.1855297772709075;0;0;0;6PG.SG;2.869999885559082;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-25;2.2241743817804585;2.0855293952591087;2.2497102435200613;2.159869935772148;0;0;0;6PG.SG;2.8580000400543213;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-26;2.219803653450955;2.047365065513971;2.245347838487202;2.121379408791294;0;0;0;6PG.SG;2.8399999141693115;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-29;2.256953541734055;2.1067316321726737;2.2606154760798525;2.1384864796122764;0;0;0;6PG.SG;2.8480000495910645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-30;2.2132478214602367;2.1088517042136696;2.1930015781674137;2.070059215971965;0;0;0;6PG.SG;2.815999984741211;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-01-31;2.173913350522992;2.068567302427536;2.138473855323745;2.016600320661383;0;0;0;6PG.SG;2.79099988937378;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-02-01;2.071206184346844;2.007081169229039;2.07958424746212;1.9759721108328936;0;0;0;6PG.SG;2.7720000743865967;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-02;2.003462760778436;1.8438234900435084;2.003246059498866;1.90112975936244;0;0;0;6PG.SG;2.736999988555908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-05;2.036241920732032;1.869266376540267;1.9094587714190807;1.7920742858936394;0;0;0;6PG.SG;2.686000108718872;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-06;1.8461238350153173;1.6848064604411714;1.656450719841145;1.5782392144731177;0;0;0;6PG.SG;2.5859999656677246;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-07;1.6341536706723012;1.5194292147158466;1.5953801694705425;1.4841521093340464;0;0;0;6PG.SG;2.5420000553131104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-08;1.5445576474705192;1.496106400260084;1.5713877218121737;1.4755988288344597;0;0;0;6PG.SG;2.5380001068115234;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-09;1.564225143442678;1.4685434417223295;1.57793106935401;1.5076737581633617;0;0;0;6PG.SG;2.552999973297119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-12;1.5423725438093034;1.4918662561780922;1.569206779303196;1.4991204776637743;0;0;0;6PG.SG;2.549000024795532;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-02-13;1.5511134794612385;1.3985760093574455;1.529947214067081;1.4200017408544328;0;0;0;6PG.SG;2.51200008392334;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-02-14;1.5052231765332758;1.5003470498432778;1.5321281565760585;1.5205039338236463;0;0;0;6PG.SG;2.559000015258789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-15;1.618856903029647;1.6105988839942955;1.6455454872813533;1.6295594072924466;0;0;0;6PG.SG;2.609999895095825;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-16;1.680043973600264;1.5512323173355929;1.6629940673829813;1.5504406704831042;0;0;0;6PG.SG;2.572999954223633;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-19;1.618856903029647;1.5215492867568423;1.6433640247574717;1.544025582652962;0;0;0;6PG.SG;2.569999933242798;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-20;1.6516355419761712;1.5300300804220273;1.6717183574337962;1.5974844779635438;0;0;0;6PG.SG;2.595000028610229;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-21;1.610115967377712;1.4558225039751522;1.4143489408528085;1.3066693722249343;0;0;0;6PG.SG;2.4590001106262207;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-22;1.3762926823942505;1.3286085769925615;1.375088855601789;1.387926301703721;0;0;0;6PG.SG;2.496999979019165;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-23;1.4724440165796793;1.3794943499860794;1.4994114188668752;1.4242781261933222;0;0;0;6PG.SG;2.513999938964844;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-26;1.5052231765332758;1.4028166589406392;1.5321281565760585;1.4499384775138917;0;0;0;6PG.SG;2.526000022888184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-27;1.5270757761666494;1.4155381021890183;1.4143489408528085;1.315222652724522;0;0;0;6PG.SG;2.463000059127808;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-02-28;1.3741075787330346;1.2268380420079312;1.178789989391405;1.0757277398052396;0;0;0;6PG.SG;2.3510000705718994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-01;1.1490252294015078;1.161110753725039;1.1744275843585454;1.2168586524247516;0;0;0;6PG.SG;2.4170000553131104;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-02;1.2954381158514756;1.1505098880188576;1.172246641849568;1.1783681254438976;0;0;0;6PG.SG;2.3989999294281006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-05;1.1555810613922282;1.086903177278163;1.1569790042569177;1.1462931961149956;0;0;0;6PG.SG;2.384000062942505;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-06;1.2211388602923476;1.0784218781117756;1.1635223517987532;1.0607593714755097;0;0;0;6PG.SG;2.344000101089477;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-07;1.1096907584642643;1.0508589195740212;1.0959079338714108;1.0415141079850838;0;0;0;6PG.SG;2.3350000381469727;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-08;1.1075056548030489;1.1165862078569144;1.1351680191224305;1.1826450206045966;0;0;0;6PG.SG;2.401000022888184;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-09;1.18398949301632;1.2692425158350609;1.2115062070856832;1.336606108884392;0;0;0;6PG.SG;2.4730000495910645;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-12;1.4047011140183432;1.2946848968306175;1.4317975209544365;1.3430211967145345;0;0;0;6PG.SG;2.4760000705718994;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-13;1.3894043463756889;1.2416795572973065;1.2245929021693562;1.1441544936237418;0;0;0;6PG.SG;2.382999897003174;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-14;1.1774336610256009;1.036017404284646;1.1853333369332413;1.0992493886345551;0;0;0;6PG.SG;2.361999988555908;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-15;1.103134926473545;1.1356683727294823;1.1308056140895713;1.2018902840950223;0;0;0;6PG.SG;2.4100000858306885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-16;1.2342505242737871;1.178072846556612;1.261671524896495;1.244657196414765;0;0;0;6PG.SG;2.430000066757202;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-19;1.2670296842273827;1.1483893104766605;1.2115062070856832;1.1783681254438976;0;0;0;6PG.SG;2.3989999294281006;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-20;1.1708778290348814;1.1526299600598533;1.19841951200201;1.1997515816037687;0;0;0;6PG.SG;2.4089999198913574;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-0.6931471805599453
2018-03-21;1.2626589558978791;1.1547500321008493;1.281301567522004;1.2018902840950223;0;0;0;6PG.SG;2.4100000858306885;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-22;1.2429914599257212;1.1208268574401072;1.0871836438205968;0.9859170200050568;0;0;0;6PG.SG;2.309000015258789;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-23;1.0550589988772945;0.9851321367923318;1.0697350637189689;0.9688104590058836;0;0;0;6PG.SG;2.3010001182556152;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-0.6931471805599453
2018-03-26;1.0419478559029285;0.9045638387212652;0.9999397032826484;0.902521388035016;0;0;0;6PG.SG;2.2699999809265137;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-27;0.9742044323345196;0.9724106935439516;1.0021206457916256;1.0308221249942433;0;0;0;6PG.SG;2.3299999237060547;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-03-28;1.0856530551696753;0.946968312548395;1.0086639933334622;0.9089364758651584;0;0;0;6PG.SG;2.2730000019073486;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-03-29;0.9960570319678932;0.9384870133820076;1.0239316309261128;1.0030235810042298;0;0;0;6PG.SG;2.316999912261963;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-2.0;-1.0986122886681098
2018-04-03;0.9829453679864546;0.910924054844253;1.0108449358424396;0.973086844344772;0;0;0;6PG.SG;2.302999973297119;0.0;0.0;0.0;0.0;0.0;0.0;0.0;-1.0;-0.6931471805599453
2018-04-04;1.0463180632253597;0.9088039828032572;1.0740969487369236;0.973086844344772;0;0;0;6PG.SG;2.302999973297119;0.0;0.0;0.0;0.0;0.0;0.0;1.0;0.0;0.6931471805599453
2018-04-05;0.9479811043716424;0.8833610963064995;0.9759472556242792;0.9474264930242038;0;0;0;6PG.SG;2.29099988937378;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
2018-04-06;0.9632783930213692;0.8282356847321917;0.9715853706063244;0.8725846513755584;0;0;0;6PG.SG;2.25600004196167;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
